944,Programmers always enter a season worried about the future of specific programs ; but never before have so many of them entered a season so worried about the future of the entire business .,Programmers,enter entered,a season
945,"When the university 's president , Richard P. Traina , retired in 2000 , he moved right into a spot on the board of the George I. Alden Trust , a $ 135 million foundation that 's run out of Fletcher , Tilton 's offices and which has been a strong Clark supporter .",the university 's president,retired in,2000
946,Eating disorders affect 5 million to 10 million American adolescent girls and women and about 1 million American boys and men .,Eating disorders,affect,about 1 million American boys
947,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .,The zealots,trouble dangerous to,their health
948,The Rangers and Giants represent opposite viewpoints .,The Rangers and Giants,represent,opposite viewpoints
949,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic .",the Democratic president plans,to offer sometime during,the second week of September
950,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",favorite shirts and CDs,stuffed with,emergency chocolate cupcakes
951,"Silver inventories in Comex warehouses rose 454,000 ounces to 141.118 million ounces , the exchanges said in its daily stockpile report after trading yesterday , up from a 10-month low of 140.664 million ounces .",Silver inventories,rose said in,its daily stockpile report
952,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",other major currencies,to buy,the precious metal
953,The exchange next year even may permit growers to trade directly in the market instead of being forced to deal with the 12 market makers authorized by the exchange .,next year,may permit,growers
954,"A physician 's diet , exercise , The brewer said the improvement in trading performance was due to increased volumes led by canned Draught Guinness , an 11 percent increase in productivity per employee and returns on a 10 percent increase in marketing investment to 107 million pounds .",A physician 's diet,was due said,the improvement
955,"The current El Nino , a complicated and vaguely understood series of phenomena that affect weather around the globe , is either the weather event of the century or an event whose bluster ca n't come close to living up to the super-hype preceding it .",The current El Nino,complicated and vaguely understood series of phenomena that affect weather around,the globe
956,"With some prompting from his own earlier deposition on this issue , Fowler acknowledged that Harold Ickes , who was deputy chief of staff , had the strongest voice in directing the DNC finance division from the White House .",Harold Ickes,was,deputy chief of staff
957,"Silver inventories in Comex warehouses rose 454,000 ounces to 141.118 million ounces , the exchanges said in its daily stockpile report after trading yesterday , up from a 10-month low of 140.664 million ounces .",the exchanges,said,yesterday
958,Bush instructed Secretary of State Colin Powell to begin intensive diplomacy aimed at crafting a U.N. Security Council resolution that would amount to an ultimatum for Iraq : comply or face the prospect of military attack .,a U.N. Security Council resolution,that would amount to ultimatum for,Iraq
959,"Moreover , he said that foreign students spend an estimated $ 11 billion a year for tuition and rent , not to mention items ranging from jeans to pizzas .",items,ranging from,jeans
960,And he has eased up on team rules .,he,has eased up,on team rules
961,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",Rubin,tours,China 's most astounding archeological treasure
962,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish .",The company,is based on,the work of Dr. Mark T. Keating
963,"Her friend was waiting for her at a bar , shaken and alone .",Her friend,was waiting for,her
964,"Among the other companies that got a boost from restructurings , Sara Lee Corp. gained 17 percent for the week after announcing it will sell some business and cut costs to raise $ 3 billion for a stock buyback .",17 percent,after announcing,costs
965,"Bensonhurst is a vintage Italian neighborhood , a place of tidy two-family brick homes adorned with Madonnas in the front yard and American flags snapping over the front doors .",Bensonhurst,is,vintage Italian neighborhood
966,"Today , Mackovic is presented with a real-life role reversal that could prove painful for his football team if played out to the hilt at Rice Stadium .",his football team,played out to,the hilt
967,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage .",those workers,do n't have,a safety net ''
968,"We moved boxes and bags , favorite shirts and CDs , computer , new socks , notebooks , tennis racket , and shoebox stuffed with emergency chocolate cupcakes , into a microscopically small dorm room , half of which would be inhabited by a completely unknown quantity and the other half of which would be inhabited by a quantity so known and so loved that I ca n't even remember any time passing at all between his first tiny breath 18 years ago and the one he draws in today so that he can say , `` Bye , Mom .",half of which,would be inhabited by,the other half of which
969,"Last week , the Jets used some new alignments , including one in which John Abraham and Shaun Ellis lined up on one side and Mo Lewis rushed from the other .",Mo Lewis,rushed from,the other
970,"Following are excerpts from an interview with Sen. Richard C. Shelby , the Alabama Republican who is the ranking minority member of the Intelligence Committee : `` Maybe God just had a plan for me and wanted me to be around for a little while longer , '' said Johnson , who has a wife , Cookie , and three children .",Johnson,who has,a wife
971,"Katzenberg , for example , is feuding with former employer Disney , which he sued for $ 250 million , claiming he was denied his cut of the Disney animated films he helped make .",he,was denied,his cut of the Disney
972,"Officials at Volvo , long known for safe design , acknowledge that their cars are no match for a large sport utility vehicle .",their cars,are no match for,a large sport utility vehicle
973,"I do n't know why I said it , but I did , and the secretary turns to me and says , ` You know , you 've got a point there . '",You,ve got,a point
974,"The New York Stock Exchange floor will be a sea of khaki-clad legs tomorrow as Gap Inc. promotes casual Fridays with free pants and shirts for about 3,500 traders .",The New York Stock Exchange floor,will be a sea of,khaki-clad legs tomorrow
975,Boruchin adds : `` The zealots who have been campaigning against cigarettes have trouble telling people that three cigars a week is dangerous to their health .,three cigars,is dangerous to,their health
976,"Clearly , he understands the end of his career is in sight and wants to make the most of the time remaining .",the end of his career,wants to make the most of,the time
977,Hoffenberg was sentenced in March to 20 years in jail and ordered to pay $ 462.6 million in restitution and a $ 1 million fine for defrauding Tower Financial debt holders of $ 460 million .,a $ 1 million,fine for defrauding,Tower Financial debt holders of $ 460 million
978,"Well , you can still buy a single quart at the corner store , but it 'll cost you a few dollars extra .",you,can buy,a single quart
979,"In the auction 's early hours , as people stood in two-hour lines just to get into the bidding room , it seemed that the Enron connection was propping up some dubious prices .",the Enron connection,was propping up,some dubious prices
980,"With the patent issued to William Dodd , from Marietta , a present could become a virtual gift that only ligHtli touches down in the recipient 's e-mail box before being rejected and passed on to someone else with the click of a mouse .",a present,could become,a virtual gift
981,His teammates indeed loved the show .,His teammates,indeed loved,the show
982,It did n't specify which goods in either case .,It,did n't specify,which goods
983,"At least 170,000 civilian prisoners died at Majdanek , the suit claims , including 13,000 Jews who were murdered within a month of Bucmys 's arrival .","At least 170,000 civilian prisoners",died at,Majdanek
984,Ratner has been one of the most aggressive builders in the city in recent years and he needs government approval for many of his projects .,he,needs,government approval
985,"As for Miller and Oswalt , they accept the responsibility without blinking .",they,accept,the responsibility
986,"He stepped out of his Mercedes and stood among dozens of other stupefied commuters , all staring helplessly at the smoke and flames in the distance .",He,stood among,dozens of other stupefied commuters
987,"U.S. stocks were mixed after a report on durable goods showed unexpected strength , squelching hopes for a bond market rally that could boost shares .",a report,showed,unexpected strength
988,"Bullion rose as the U.S. dollar fell against the yen and the German mark , making it cheaper for investors using other major currencies to buy the precious metal , analysts said .",investors,using,other major currencies
989,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish .","The company , Hydra Biosciences",is largely based on,the work of Dr. Mark T. Keating
990,"The New York Stock Exchange floor will be a sea of khaki-clad legs tomorrow as Gap Inc. promotes casual Fridays with free pants and shirts for about 3,500 traders .",Gap Inc.,promotes,casual Fridays
991,Those three were apprehended Sunday .,Those three,were apprehended,Sunday
992,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",senior American intelligence officials,joined,ranks
993,"You likely have all but one of the ingredients in }72847:929434:77 ;*4292092607 ;0940:477973 :4219 9:06309227921482 1: :10941066 7:722d table salt , water , ammonia and laundry bluing .",You,have,all but one of the ingredients
994,"Trucking companies , meanwhile , have finally rebounded after years of laggard performance relative to the rest of the U.S. stock market .",Trucking companies,have finally rebounded after,years of laggard performance
995,"He was back in Atlanta last October on a non-guaranteed training camp contract , but the Hawks released him so he could sign a guaranteed deal with Panathinaikos , a Greek team that he led to the Euroleague championship .",He,was in,Atlanta last October
996,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",the army of thousands of life-size figures,protect the graves of,the Chinese emperors
997,Intel Corp. rose 1 13,Intel Corp.,rose 16 to was among,the leaders
998,Houston : Baker Hughes Inc. releases its weekly survey of the number of active oil and gas drilling rigs in the U.S. and Canada .,Baker Hughes Inc.,releases,its weekly survey of the number of active oil and gas drilling rigs
999,"Still , the agent said he advises clients who are at fault in minor fender benders where there are no personal injuries to inquire whether a private resolution is possible .",the agent,said,he
1000,"The public was clearly fed up , and as Congress took up the issue in early 2001 the only question seemed to be one of timing , whether the necessary reforms could be enacted before the 2002 midterm elections .",the only question,seemed to be one of,timing
1001,"Sometimes he thinks he is improving , but then he runs out of breath , his pulse and blood pressure start jumping around or he turns forgetful in a way that he never was before .",he,runs,his pulse and blood pressure start
1002,"Television pictures showed police officers climbing over the roof and entering the offices of two related companies , Tatari Design and Tatex Trading G.m.b.H. , in Fitzbek , a village 35 miles from Hamburg .",Television pictures,showed climbing over,the roof
1003,"Waiting in Guyana for their turn , Charles and Charlene looked after each other .",Charles and Charlene,looked after,each other
1004,This leads to one of two inescapable conclusions : Either the president reads BioScope or I got lucky .,This,leads to,one of two inescapable conclusions
1005,Ariel bought its shares in the mid-teens .,Ariel,bought its shares in,the mid-teens
1006,Deputies said that as many as 57 deputies who were members of Fatah let Arafat know in a meeting Tuesday night that they intended to vote against him .,they,intended to vote against,him
1007,"Last week , the Jets used some new alignments , including one in which John Abraham and Shaun Ellis lined up on one side and Mo Lewis rushed from the other .",Shaun Ellis,lined,on one side
1008,"Extendicare Inc. agreed to buy Arbor Health Care Co. for about US$ 432 million in cash and assumed debt , nearly doubling its Florida and Ohio businesses and making it one of North America 's largest long-term health care providers .",debt,nearly doubling,its Florida and Ohio businesses
1009,"Officials at Volvo , long known for safe design , acknowledge that their cars are no match for a large sport utility vehicle .",Officials,at long known for,safe design
1010,"We get long digressions about the rivalry between Los Alamos and a second nuclear weapons lab set up at Livermore , Calif. , and eye-glazing asides about technical problems at both labs .",a second nuclear weapons lab,set up at,Calif.
1011,"The agency suspended imposition of the $ 100,000-per-voyage fines in April after Japan promised to address U.S. concerns by today .",The agency,suspended,"imposition of the $ 100,000-per-voyage fines"
1012,An online bidder in Boerne paid $ 525 for a 20-inch Sony television set that retails at less than $ 350 new .,An online bidder,paid,$525
1013,Those close to the company say Tigrett lost support on the board last year when the company took a big hit in the wake of a $ 15 million extravaganza at last year 's Summer Olympics .,support,took,a big hit
1014,"He used T-bone , and then carved the steak off the bone and into slices once it was cooked al sangue , which is to say , deliciously rare , though obviously you should cook the steak just how you like to eat it .",He,then carved,the steak
1015,"One factor , he said , might be that consumers have just decided they have enough stuff and are salting money away for retirement or spending it on vacations or entertainment .",they,have enough,stuff
1016,"He used T-bone , and then carved the steak off the bone and into slices once it was cooked al sangue , which is to say , deliciously rare , though obviously you should cook the steak just how you like to eat it .",T-bone,and then carved,the steak
1017,"Grbac wore a quizzical look , like a guy who was given a wonderful gift by his worst enemy .",Grbac,wore,a quizzical look
1018,Think of how many people stay in bad marriages because they are financially dependent or simply afraid of the unknown .,Think of how many people,stay in,bad marriages
1019,"A spokesman for Hayden said Sunday that the senator was looking at several areas for possible legislation , including clarification of existing laws dealing with stalking and trespassing .",the senator,was looking at,several areas
1020,Pageant officials do not release the winner 's name of the preliminary interview contest until within hours of Saturday night 's final competition .,Pageant officials,do not release the winner 's name of,the preliminary interview contest
1021,"The findings , which the researchers say probably apply to men too , appear in the current issue of The Journal of the National Cancer Institute .",men,appear in,the current issue of The Journal of the National Cancer Institute
1022,"In the past , senior American intelligence officials have said that some Iraqi fighters who opposed the United States in Afghanistan have now drifted back to Iraq and joined ranks with Ansar al-Islam .",some Iraqi fighters,opposed,the United States
1023,"In fact , Clark appears to have a reserved seat .",Clark,appears to have,a reserved seat
1024,I 've been here 19 years and it 's never been a good time .,it,never been 's,a good time
1025,"Some city tests of the water have indeed found small traces of crude oil , and during the trial this summer , Jeff Davis , who supervised a water-pipe replacement in the early 1990s , testified : `` Ooze was coming out of the side next to the water line , and there were pools of oil at the bottom .",Some city tests of the water,have indeed found,small traces of crude oil
1026,"Why does this `` moment , '' to use a term bandied about by designers , call for an excess of clothes rendered in guipure lace , with ruffles , ribbons or other frilly edging , in polka-dotted or liquid silks or with lingerie-style details ? $ $ $ Still , traders said they expect investors to look for opportunities to buy temporarily depressed big-company shares , which have outperformed those of smaller companies for the past 2 1",call,rendered,lingerie-style details
1027,"The first batter he faced , Carl Everett , singled .",he,faced,Carl Everett
1028,"As a human rights officer , she regularly traveled around the country , returning to brief officials about ethnic clashes and human rights abuses that deter Bosnia 's refugees from returning home .",she,regularly traveled around,the country
1029,"Plus , Gidley notes , there are also a number of `` push providers '' such as PointCast Inc. , which provides news and information directly to computer users rather than requiring users to surf the Net to find it .",the Net,to find,it
1030,"Today 's average yield on the sale of C$ 2.1 billion of six-month bills was 3.615 percent , up from 3.561 percent two weeks ago .",Today 's average yield,was,two weeks
1031,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",the army of thousands of life-size figures,that protect,the graves of the Chinese emperors
1032,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",A Spanish official,seemed,not the least bit tense
1033,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .,Those very same men,are seen in,TV studios
1034,She knew too well that the world is filled with people who talk about virtue but has a much shorter supply of those who act on it .,people,talk about,virtue
1035,"After a few minutes and some lighthearted chuckles , normalcy prevailed and everyone reverted to their traditional duties .",normalcy,prevailed and,everyone
1036,"By contrast , European countries tested 10 million animals last year .",European countries,tested,10 million animals
1037,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",the products,flops,Reilly
1038,"White House aides say the Democratic president plans to offer his fast-track bill to the Republican Congress sometime during the second week of September , which already promises to be hectic .",White House aides,say to offer,his fast-track bill
1039,"That 's a lot of maybes in a sport where the right thing seldom happens , but with a shot at Mike Tyson having disappeared because of the sleight of hand of promoter Don King , Ruiz now knows he must turn in another direction if he wants the multimillion-dollar payday he 's been seeking for two years .",That,'s a lot of,maybes
1040,"His legislation would allow tax-free savings for expenses , including tuition , for any school , public , private or religious .",His legislation,would allow,tax-free savings
1041,"Hooters of America owns , operates or franchises a total of 192 of the hot wing restaurants , vs. the 12 run by Hooters Inc.",Hooters of America,operates or franchises,a total of 192 of the hot wing restaurants
1042,"Among the other companies that got a boost from restructurings , Sara Lee Corp. gained 17 percent for the week after announcing it will sell some business and cut costs to raise $ 3 billion for a stock buyback .",Sara Lee Corp.,gained,17 percent
1043,"Fowler clearly resented Ickes ' authority , and his testimony affirms once again that Ickes , probably more than any other person , knows the full story of the 1996 Clinton campaign , including President Clinton 's role in the fund-raising excesses .",his testimony,affirms once again that,Ickes
1044,"When I finally got the package the next day , the phone was activated , though the battery needed to be charged for four hours .",I,finally got,the package
1045,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage .",The Chinese,are still firing,eight or nine million workers
1046,Mills stressed that the release of test results and his plans for a review panel were not a reaction to criticism .,his plans,were not,a reaction
1047,"She 's a hard act to follow , '' said Ruth Brown of London , who was among the crowds Wednesday .",Ruth Brown of London,was among,the crowds
1048,"Well , you can still buy a single quart at the corner store , but it 'll cost you a few dollars extra .",you,can still buy a single quart at,the corner store
1049,"The company , Hydra Biosciences , is largely based on the work of Dr. Mark T. Keating , a founder of the company and a biologist at Harvard who studies regeneration in zebrafish .",The company,is largely based on,the work of Dr. Mark T. Keating
1050,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",Reilly,said,It
1051,"Also , on a recent afternoon , the waves were so small and punchless that they could n't even provide sufficient lift for a 165-pound bodysurfer .",they,could n't provide,sufficient lift
1052,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",It,'s very days to count on,the success of brands
1053,"For example , he wants to erect a multiplex theater and virtual-reality amusement park in Coney Island and is a finalist in the competition to choose a developer for the site of the New York Coliseum in Manhattan .",finalist,in competition to choose,a developer
1054,"He was so inspired by Snyder 's speech on how he made the program a success that when he learned Snyder had to hurry to the airport , Riley begged to go along for the ride .",he,learned,Snyder
1055,"As for labeling the products flops as Pecoriello did , Reilly said : `` It 's very early days to count on the success of brands that were launched just this summer .",It,'s very early days to count on,the success of brands
1056,Most were dragged off instantly by police officers who had apparently been warned .,Most,were dragged off by,police officers
1057,I am having my bathtubs reglazed .,I,am having,my bathtubs
1058,"Lois Epstein , an engineer with the Alaska environmental organization Cook Inlet Keeper and a longtime pipeline safety activist , said the legislation achieved a number of needed reforms , but did not go far enough .",the legislation,achieved,a number of needed reforms
1059,"He was so inspired by Snyder 's speech on how he made the program a success that when he learned Snyder had to hurry to the airport , Riley begged to go along for the ride .",Snyder,had to hurry to,the airport
1060,"Last week , the Jets used some new alignments , including one in which John Abraham and Shaun Ellis lined up on one side and Mo Lewis rushed from the other .",the Jets,used,some new alignments
1061,"She 's a hard act to follow , '' said Ruth Brown of London , who was among the crowds Wednesday .",Ruth Brown of London,who was among,the crowds
1062,"Its commercial spine , 18th Avenue , is chock full of pork and pasta stores and the Italian colors of green , white and red everywhere .","Its commercial spine , 18th Avenue",is full of,pork and pasta stores
1063,"Although Charles Darwin had written in 1872 about the consistency of expressions in mammals , social scientists of the 1960s and 1970s believed expressions are learned through culture .",social scientists of the 1960s and 1970s,believed,expressions
1064,"Organogenesis Inc. of Canton Monday ended its troubled six-year relationship with giant Novartis Pharma AG , unilaterally terminating a marketing agreement in a move that will likely lead Organogenesis to file for bankruptcy protection from creditors this week .",Organogenesis Inc. of Canton Monday,ended terminating,a marketing agreement
1065,"They litter the road to redemption with chaos , contraband , broken marriages , jilted women and political aspirations , but there still is a ray of hope and happiness for the residents of a small Cuban town called Guantanamera .",contraband,jilted,women
1066,"Then the secretary tells me a second one hit the towers , and I said right out loud , ` It must be an Arab . '",a second one,hit,the towers
1067,"A Spanish official , who had just finished a siesta and seemed not the least bit tense , offered what he believed to be a perfectly reasonable explanation for why the portable facilities were n't in service .",A Spanish official,seemed not,the least bit tense
1068,"The Mariners ' oldest players -- Edgar Martinez , Jamie Moyer , John Olerud and Mark McLemore -- have been among the most productive , though Martinez and McLemore have had injury problems .",The Mariners ' oldest players,have been among,the most productive
1069,Those very same men who dismissed her as `` barmy '' are now seen in TV studios up and down the land regaling us with tales of her specialness .,Those very same men,are seen regaling,us
1070,"DeLillo has brilliantly described the simultaneous explosion of knowledge in our times and the spread of Dark Age superstitions , the loss of family and community ties , replaced by the bloodless , invasive connections spawned by the World Wide Web.",DeLillo,has brilliantly described,the simultaneous explosion of knowledge
1071,"Organogenesis Inc. of Canton Monday ended its troubled six-year relationship with giant Novartis Pharma AG , unilaterally terminating a marketing agreement in a move that will likely lead Organogenesis to file for bankruptcy protection from creditors this week .",a move,will likely lead Organogenesis to file for,bankruptcy protection
1072,"Hooters Inc. founded the chain 14 years ago , and owns the company trademark and related rights .",Hooters Inc.,owns,the company trademark and related rights
1073,"Investigators are clearly looking into whether executives misled investors about the financial well-being of the company and its future prospects , said Jacob Frankel , a former Securities and Exchange Commission lawyer now in private practice .",executives,said,a former Securities and Exchange Commission lawyer
1074,Company after company followed suit as heightened security at major airports posed new obstacles .,Company,followed,suit
1075,"She 's a hard act to follow , '' said Ruth Brown of London , who was among the crowds Wednesday .",a hard act,said Ruth Brown of,London
1076,"In Norway , striking offshore oil workers forced state-owned oil company Statoil to shut down its 40,000 barrel-a-day Yme oil field in the North Sea .",Statoil,to shut down,"its 40,000 barrel-a-day Yme oil field"
1077,"Joining the NFL in 1950 , the Browns proved themselves once more .",the NFL,proved,themselves
1078,You can also look up individual carriers for more detailed info on their respective products and special offers .,You,can also look up,individual carriers
1079,Part of this indifference is probably caused by the unearned cynicism of the age .,Part of this indifference,is probably caused by,the unearned cynicism of the age
1080,"The Chinese are still firing eight or nine million workers a year as part of their reforming of state-owned enterprises , and those workers do n't have a safety net '' - much less a wage .",those workers,do n't have,a safety net
1081,Perhaps examining the food on the plate too closely is something we should all avoid .,the plate,closely is,something
1082,The original basis for some of them grew out of fears of the experience before World War II when totalitarian governments in Europe and Asia controlled all media outlets .,some of them,grew out of,fears of the experience
1083,"Nancy Cole , the president of ETS , says that the company is aware that its nonprofit status is a source of concern , particularly to outsiders , as the testing service increases its competition with for-profit businesses .",the president of ETS,says that,the company
1084,"Open positions of short sales on the Nasdaq stock market rose 1 percent in the most recent month , according to figures released Wednesday .",the Nasdaq stock market,rose 1 percent in,the most recent month
1085,"In silence , a dozen women emerged in white chadors , the final one in black , standing silently and gazing mutely at the audience .",white chadors,gazing at,the audience
1086,"Even though it was first diagnosed by a British pediatrician in 1902 , no one knows what causes it .",it,was first diagnosed by,a British pediatrician
1087,Police departments launch massive enforcement plans to combat road rage .,Police departments,launch to combat,road rage
1088,"Fowler clearly resented Ickes ' authority , and his testimony affirms once again that Ickes , probably more than any other person , knows the full story of the 1996 Clinton campaign , including President Clinton 's role in the fund-raising excesses .",Ickes,knows,the full story of the 1996 Clinton campaign
1089,"Investigators are clearly looking into whether executives misled investors about the financial well-being of the company and its future prospects , said Jacob Frankel , a former Securities and Exchange Commission lawyer now in private practice .",executives,misled,investors
1090,Most were dragged off instantly by police officers who had apparently been warned .,Most,were dragged off instantly by,police officers
1091,E. Martin Gibson is the company 's chairman and has served as a director of the parent company since 1992 .,the company 's chairman,and has served as,a director of the parent company
1092,"Why does this `` moment , '' to use a term bandied about by designers , call for an excess of clothes rendered in guipure lace , with ruffles , ribbons or other frilly edging , in polka-dotted or liquid silks or with lingerie-style details ? $ $ $ Still , traders said they expect investors to look for opportunities to buy temporarily depressed big-company shares , which have outperformed those of smaller companies for the past 2 1",they,expect to look for,opportunities
1093,"DeLillo has brilliantly described the simultaneous explosion of knowledge in our times and the spread of Dark Age superstitions , the loss of family and community ties , replaced by the bloodless , invasive connections spawned by the World Wide Web.",DeLillo,has brilliantly described the simultaneous explosion of,knowledge
1094,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia .",Adecco,was formed,the company
1095,"Region prospers While a successful Teamsters union strike last month was viewed as a comeback for U.S. labor , the turmoil surrounding President Ron Carey casts doubt on its future .",President Ron Carey,casts,doubt
1096,"If his use of the Web to create art sounds highfalutin , Koplowitz begs to differ .",his use of the Web,to create,art sounds
1097,"Its commercial spine , 18th Avenue , is chock full of pork and pasta stores and the Italian colors of green , white and red everywhere .","Its commercial spine , 18th Avenue",is full of,"the Italian colors of green , white and red"
1098,"But some conglomerates , like Viacom and the News Corp. , have already bumped up against the limits of the rules .",Viacom,have already bumped up against,the limits of the rules
1099,"Airports act as `heat islands , ' so temperatures can vary as much as 10 degrees Fahrenheit from far away vegetable fields and citrus groves .",temperatures,can vary as much as,10 degrees Fahrenheit
1100,"Open positions of short sales on the Nasdaq stock market rose 1 percent in the most recent month , according to figures released Wednesday .",Open positions of short sales,rose,1 percent
1101,She has done so with depth and confidence .,She,has done so with,depth and confidence
1102,"Some city tests of the water have indeed found small traces of crude oil , and during the trial this summer , Jeff Davis , who supervised a water-pipe replacement in the early 1990s , testified : `` Ooze was coming out of the side next to the water line , and there were pools of oil at the bottom .",Jeff Davis,supervised a water-pipe replacement in,the early 1990s
1103,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint .",Gracious Home,was,the first store
1104,"Television pictures showed police officers climbing over the roof and entering the offices of two related companies , Tatari Design and Tatex Trading G.m.b.H. , in Fitzbek , a village 35 miles from Hamburg .",Television pictures,showed,Fitzbek
1105,Hilton 's shares rose 1 1,Hilton 's shares,rose,1 1
1106,"The rules were written to encourage diversity of voices on the airwaves and competition among media outlets , and to prevent the biggest companies from becoming too powerful in controlling news and entertainment .",The rules,were written to encourage,diversity of voices
1107,"When Adecco was formed , the company said it was the market leader in six of 11 countries that make up 90 percent of the temporary employment market , including France --Europe 's biggest temporary employment market -- Spain , Germany , Switzerland , Britain and Australia .",the company,said,it
1108,"Together , the year 's two moves have raised prices 14 percent at the wholesale level , and 7 percent at retail , according to Black .",the year 's two moves,have raised,prices 14 percent
1109,"Bensonhurst is a vintage Italian neighborhood , a place of tidy two-family brick homes adorned with Madonnas in the front yard and American flags snapping over the front doors .",Bensonhurst,is a,a place of tidy two-family brick homes
1110,Seagram shares rose C$ 0.25 to C$ 50.30 in midmorning Toronto trading and rose 3,Seagram shares,to in,midmorning Toronto trading
1111,"For clients of the New York Times News Service Manufacturers ' orders will likely be stronger than the 9.1 percent growth for the July-September quarter the EPA originally forecast , the government said .",Service Manufacturers ' orders,will be stronger than,the 9.1 percent growth
1112,"Only 19 percent of a national sample of 1,051 adults surveyed late last week said they believed the accord would reduce the number of teen-agers who begin smoking .","Only 19 percent of a national sample of 1,051 adults",surveyed last week said,they
1113,"If the other driver is amenable , the agent said he analyzes the client 's policy to determine whether paying for all the damages will cost less money than paying a premium increase over six years .",the other driver,is amenable,the agent
1114,I 've been here 19 years and it 's never been a good time .,I ' ve,been,19 years
1115,"Koizumi and his foreign ministry have come under harsh criticism for promising North Korea large amounts of aid , as well as normalization talks , in exchange for clear information about the abductees .",Koizumi,have come under,harsh criticism
1116,"If his use of the Web to create art sounds highfalutin , Koplowitz begs to differ .",his use of the Web,to create sounds highfalutin,Koplowitz
1117,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges .",It,is,the cultural issues
1118,"Their pieces sell well in the $ 20 range , said Michael Rizzuto , a senior buyer at Gracious Home , which was the first store to feature the North River Mint .",Gracious Home,was the first store to feature,the North River Mint
1119,By GREG LUCAS The end-of-the-month deadlines are a result of the landmark Immigration Reform Act passed by Congress last year to turn back the tide of illegal immigrants .,The end-of-the-month deadlines,are a result of,the landmark Immigration Reform Act
1120,"Story Filed By Cox Newspapers It is the cultural issues , though , that probably pose the biggest challenges .",the cultural issues,pose,the biggest challenges
1121,The Cardinals considered very seriously drafting Purdue fullback Mike Alstott with their second-round pick a year ago .,The Cardinals,considered drafting,Purdue fullback Mike Alstott
1122,"Next up on the politics-and-calories calendar is a Buell dinner Monday for Chellie Pingree , the Dems ' Maine senatorial candidate .",the politics-and-calories calendar,is,a Buell dinner
1123,"Diana raised our consciousness about diseased children in Third World countries , people living with AIDS and the ravages of land mines .",Diana,raised our consciousness about,diseased children
1124,Slowing corporate profits and weakening export growth has also forced economic growth expectations lower .,corporate profits,has forced,economic growth expectations
1125,"But Leslie Robison , an epidemiologist from the University of Minnesota , who estimates that 1 out 630 children will develop cancer before the age of 15 , said that cancer has very different implications for a child compared to adults , even for those who survive .",Leslie Robison,said has even for,those
1126,"He was so inspired by Snyder 's speech on how he made the program a success that when he learned Snyder had to hurry to the airport , Riley begged to go along for the ride .",He,was so inspired by,Snyder 's speech
1127,"Like most visitors to Xi'an , Rubin tours China 's most astounding archeological treasure : the army of thousands of life-size figures that protect the graves of the Chinese emperors .",the army of thousands of life-size figures,protect,the graves of the Chinese emperors
